class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,class_id_encoded,price_lower,price_upper,year,month,time_index
103507.0,58.0,28.0,2.0,1.0,3.0,3.0,6.103448275862069,1.3103448275862069,1.7172413793103447,0.10344827586206896,14.401806995786469,1.5862068965517242,1.0,1.0,3.0,2.0,1.0,102.03793103448275,4.0,173.07758620689654,4270.0,1780.0,1630.0,1864.4827586206898,1389.6724137931035,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,3.0,39.0
103507.0,232.0,28.0,2.0,1.0,3.0,3.0,6.051724137931035,1.5517241379310345,1.610344827586207,0.05172413793103448,13.900000000000002,1.0,1.0,1.0,2.75,2.0,1.0,93.63275862068967,4.0,156.9043103448276,4270.0,1780.0,1630.0,1822.4568965517242,1327.853448275862,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,4.0,40.0
103507.0,226.0,28.0,2.0,1.0,3.0,3.0,6.128318584070796,1.491150442477876,1.6407079646017702,0.12831858407079647,15.7,1.0530973451327434,1.0,1.0,2.9469026548672566,2.0,1.0,97.63584070796458,4.0,167.64513274336284,4270.0,1780.0,1630.0,1838.4070796460178,1349.0663716814158,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,5.0,41.0
103507.0,286.0,28.0,2.0,1.0,3.0,3.0,6.041958041958042,1.2937062937062938,1.6251748251748253,0.04195804195804196,13.5,1.0419580419580419,1.0,1.0,2.874125874125874,2.0,1.0,94.35664335664336,4.0,157.46573426573426,4270.0,1780.0,1630.0,1830.8391608391607,1335.2167832167831,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,6.0,42.0
103507.0,297.0,28.0,2.0,1.0,3.0,3.0,6.117845117845118,1.5151515151515151,1.6323232323232324,0.11784511784511785,17.8,1.0808080808080809,1.0,1.0,2.7643097643097643,2.0,1.0,96.80909090909091,4.0,165.73939393939392,4270.0,1780.0,1630.0,1836.7003367003367,1346.3973063973065,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,7.0,43.0
103507.0,355.0,28.0,2.0,1.0,3.0,3.0,6.033802816901408,1.236619718309859,1.6000000000000003,0.03380281690140845,10.400000000000002,1.0,1.0,1.0,2.8366197183098594,2.0,1.0,92.48225352112675,4.0,154.05661971830983,4270.0,1780.0,1630.0,1827.9718309859154,1326.7239436619718,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,8.0,44.0
103507.0,442.0,28.0,2.0,1.0,3.0,3.0,6.052036199095022,1.2647058823529411,1.6316742081447966,0.05203619909502263,14.899999999999999,1.0271493212669682,1.0,1.0,2.760180995475113,2.0,1.0,95.04864253393663,4.0,159.13755656108594,4270.0,1780.0,1630.0,1832.9411764705883,1337.9705882352941,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,9.0,45.0
103507.0,1050.0,28.0,2.0,1.0,3.0,3.0,6.033333333333333,1.256190476190476,1.6,0.03333333333333333,12.9,1.0,1.0,1.0,2.7676190476190476,2.0,1.0,92.47,4.0,154.01,4270.0,1780.0,1630.0,1827.3714285714286,1326.4142857142858,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,10.0,46.0
103507.0,481.0,28.0,2.0,1.0,3.0,3.0,6.0602910602910605,1.3721413721413722,1.6099792099792098,0.060291060291060294,10.0,1.024948024948025,1.0,1.0,2.758835758835759,2.0,1.0,93.83222453222454,4.0,157.71725571725568,4270.0,1780.0,1630.0,1829.3762993762994,1332.2536382536382,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,11.0,47.0
103507.0,1433.0,28.0,2.0,1.0,3.0,3.0,6.044661549197488,1.21493370551291,1.6,0.044661549197487785,16.7,1.0,1.0,1.0,2.75715282623866,2.0,1.0,92.76566643405444,4.0,155.13489183531053,4270.0,1780.0,1630.0,1830.0069783670622,1328.4989532449406,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2015.0,12.0,48.0
103507.0,993.0,28.0,2.0,1.0,3.0,3.0,6.047331319234642,1.2346424974823766,1.6096676737160123,0.0473313192346425,11.899999999999999,1.0362537764350452,1.0,1.0,1.608257804632427,2.0,1.0,93.47341389728096,4.0,156.39818731117825,4270.0,1780.0,1630.0,1831.8126888217523,1332.5800604229607,5.0,2590.0,1557.0,1570.0,0.0,10.357502517623363,15.357502517623363,2016.0,1.0,49.0
103507.0,953.0,28.0,2.0,1.0,3.0,3.0,6.024134312696747,1.0975865687303252,1.612591815320042,0.024134312696747113,14.5,1.0377754459601258,1.0,1.0,1.2077649527806926,2.0,1.0,93.06096537250787,4.0,154.39664218258133,4270.0,1780.0,1630.0,1832.7806925498426,1331.8761804826863,5.0,2590.0,1557.0,1570.0,0.0,10.27806925498426,15.27806925498426,2016.0,2.0,50.0
103507.0,650.0,28.0,2.0,1.0,3.0,3.0,6.053846153846154,1.1615384615384616,1.6289230769230771,0.05384615384615385,10.4,1.0369230769230768,1.0,1.0,1.393846153846154,2.0,1.0,94.91430769230769,4.0,159.03323076923076,4270.0,1780.0,1630.0,1836.1538461538462,1339.2384615384615,5.0,2590.0,1557.0,1570.0,0.0,10.63076923076923,15.63076923076923,2016.0,3.0,51.0
103507.0,145.0,28.0,2.0,1.0,3.0,3.0,6.041379310344827,1.1241379310344828,1.6,0.041379310344827586,14.0,1.0,1.0,1.0,1.0,2.0,1.0,92.68,4.0,154.80896551724138,4270.0,1780.0,1630.0,1832.0689655172414,1329.1793103448276,5.0,2590.0,1557.0,1570.0,0.0,10.206896551724139,15.206896551724139,2016.0,4.0,52.0
103507.0,772.0,28.0,2.0,1.0,3.0,3.0,6.053108808290156,1.3095854922279793,1.6062176165803108,0.05310880829015544,16.100000000000005,1.0,1.0,1.0,1.0,2.0,1.0,93.39650259067356,4.0,156.6156735751295,4270.0,1780.0,1630.0,1828.9896373056995,1330.0401554404145,5.0,2590.0,1557.0,1570.0,0.0,10.343264248704664,15.343264248704664,2016.0,5.0,53.0
103507.0,829.0,28.0,2.0,1.0,3.0,3.0,6.007237635705669,1.1037394451145959,1.6028950542822678,0.007237635705669481,16.9,1.014475271411339,1.0,1.0,1.0,2.0,1.0,91.97997587454763,4.0,151.7176115802171,4270.0,1780.0,1630.0,1828.8299155609168,1326.0446320868516,5.0,2590.0,1557.0,1570.0,0.0,10.072376357056696,15.072376357056696,2016.0,6.0,54.0
103507.0,378.0,28.0,2.0,1.0,3.0,3.0,6.031746031746032,1.1587301587301588,1.6063492063492062,0.031746031746031744,14.200000000000001,1.0317460317460319,1.0,1.0,1.0,2.0,1.0,92.84761904761903,4.0,154.50793650793648,4270.0,1780.0,1630.0,1831.4285714285713,1330.3492063492063,5.0,2590.0,1557.0,1570.0,0.0,10.238095238095237,15.238095238095237,2016.0,7.0,55.0
103507.0,406.0,28.0,2.0,1.0,3.0,3.0,6.056650246305419,1.229064039408867,1.6,0.05665024630541872,12.7,1.0,1.0,1.0,1.0,2.0,1.0,93.07857142857141,4.0,156.32536945812805,4270.0,1780.0,1630.0,1831.2068965517242,1329.9827586206898,5.0,2590.0,1557.0,1570.0,0.0,10.283251231527094,15.283251231527094,2016.0,8.0,56.0
103507.0,684.0,28.0,2.0,1.0,3.0,3.0,6.067251461988304,1.2719298245614035,1.6,0.06725146198830409,17.8,1.0,1.0,1.0,1.0,2.0,1.0,93.35526315789474,4.0,157.37807017543858,4270.0,1780.0,1630.0,1831.4327485380118,1330.9152046783627,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2016.0,9.0,57.0
103507.0,632.0,28.0,2.0,1.0,3.0,3.0,6.082278481012659,1.3227848101265822,1.6000000000000003,0.08227848101265822,13.8,1.0,1.0,1.0,1.0,2.0,1.0,93.74746835443037,4.0,158.87025316455694,4270.0,1780.0,1630.0,1832.0253164556962,1332.360759493671,5.0,2590.0,1557.0,1570.0,0.0,10.0,15.0,2016.0,10.0,58.0
