sale_date,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,price_lower,price_upper,year,month,time_index
2015-03-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,3,39
2015-03-01,103507,17,831,2,1,3,3,6.0,1,2.0,0,,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,3,39
2015-03-01,103507,35,831,2,1,3,3,6.0,1,1.6,0,,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,3,39
2015-04-01,103507,174,831,2,1,3,3,6.0,1,1.6,0,13.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,4,40
2015-04-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,13.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,4,40
2015-04-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,13.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,4,40
2015-04-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.9,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,4,40
2015-04-01,103507,17,831,2,1,3,3,6.0,5,1.6,0,13.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,4,40
2015-04-01,103507,17,831,2,1,3,3,6.0,1,1.6,0,13.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,4,40
2015-05-01,103507,162,831,2,1,3,3,6.0,1,1.6,0,15.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,5,41
2015-05-01,103507,17,831,2,1,3,3,6.0,1,2.0,0,15.7,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,5,41
2015-05-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,15.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,5,41
2015-05-01,103507,6,831,2,1,3,3,6.0,1,1.6,0,15.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,5,41
2015-05-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,15.7,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,5,41
2015-05-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,15.7,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,5,41
2015-06-01,103507,232,831,2,1,3,3,6.0,1,1.6,0,13.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,13.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,12,831,2,1,3,3,6.0,1,1.6,0,13.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,6,42
2015-06-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,13.5,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,6,42
2015-07-01,103507,203,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,7,43
2015-07-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,17.8,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,7,43
2015-07-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,17.8,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,7,43
2015-07-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,17.8,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,7,43
2015-07-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,17.8,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,7,43
2015-07-01,103507,23,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,7,43
2015-08-01,103507,302,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,8,44
2015-08-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,8,44
2015-08-01,103507,29,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,8,44
2015-08-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,8,44
2015-09-01,103507,331,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,41,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,14.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,14.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.9,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,9,45
2015-09-01,103507,23,831,2,1,3,3,6.0,1,2.0,0,14.9,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,9,45
2015-10-01,103507,104,831,2,1,3,3,6.0,1,1.6,0,12.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,10,46
2015-10-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,12.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,10,46
2015-10-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,12.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,10,46
2015-10-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,12.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,10,46
2015-10-01,103507,870,831,2,1,3,3,6.0,1,1.6,0,12.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,10,46
2015-10-01,103507,35,831,2,1,3,3,6.0,5,1.6,0,12.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,10,46
2015-11-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.0,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,11,47
2015-11-01,103507,23,831,2,1,3,3,6.0,5,1.6,0,10.0,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,11,47
2015-11-01,103507,365,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,11,47
2015-11-01,103507,52,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,11,47
2015-11-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,11,47
2015-11-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.0,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,11,47
2015-12-01,103507,145,831,2,1,3,3,6.0,1,1.6,0,16.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,12,48
