predict_date,class_id,predict_quantity
201711,103507,287.20334
201711,124140,257.1538
201711,125403,231.78654
201711,136916,179.70178
201711,169673,169.13176
201711,175962,219.37437
201711,178529,177.49107
201711,186250,127.223335
201711,194201,306.63602
201711,194450,258.93256
201711,198427,135.74985
201711,206765,1573.9812
201711,209945,188.50021
201711,219195,180.81973
201711,221795,329.7699
201711,245609,143.82831
201711,248352,325.4378
201711,249875,164.04466
201711,250658,208.51369
201711,265980,252.1166
201711,270690,692.2941
201711,281301,445.47943
201711,281792,371.41855
201711,289386,347.1009
201711,289403,264.90198
201711,290854,234.72798
201711,291086,426.0829
201711,291514,105.35793
201711,302513,168.2506
201711,304458,439.1549
201711,308913,169.44055
201711,321683,1615.3455
201711,340175,162.84128
201711,347384,3572.3923
201711,348641,374.129
201711,349023,757.9708
201711,350259,474.02234
201711,354068,574.47284
201711,356986,409.7529
201711,359378,98.44875
201711,360648,175.84496
201711,376193,136.0849
201711,378356,384.1175
201711,378536,136.55545
201711,379265,302.87885
201711,379876,157.00542
201711,384924,615.28894
201711,392593,215.21965
201711,395234,131.63553
201711,401052,168.27374
201711,409854,1622.0168
201711,412240,123.53154
201711,416749,256.61118
201711,417803,127.05626
201711,425432,1516.1941
201711,436105,360.34927
201711,437063,159.80493
201711,437598,157.36383
201711,453752,277.70407
201711,468392,190.68513
201711,472603,135.70056
201711,475895,130.88686
201711,481950,163.30037
201711,482497,229.10492
201711,492952,197.57352
201711,496459,370.22745
201711,501564,175.96608
201711,510309,152.15688
201711,516750,93.7583
201711,526401,318.35135
201711,527765,103.33084
201711,527809,211.44937
201711,540712,309.0957
201711,559132,158.13249
201711,560265,124.35862
201711,569154,324.83438
201711,576298,238.47176
201711,580470,383.6051
201711,580634,251.92096
201711,587678,257.93756
201711,591790,232.86784
201711,597927,284.08286
201711,603972,398.5057
201711,612523,149.95769
201711,614059,361.08496
201711,619401,319.89615
201711,621073,1194.836
201711,628041,586.7552
201711,649213,140.47429
201711,651347,200.53157
201711,651782,130.27019
201711,653436,174.92537
201711,654134,654.2193
201711,671482,118.686745
201711,682651,305.98184
201711,683364,114.44928
201711,687270,351.39764
201711,692703,480.2286
201711,693436,191.27646
201711,713651,239.99797
201711,714150,208.3943
201711,714152,465.71423
201711,714860,193.71965
201711,725137,125.046265
201711,732758,214.42583
201711,735971,2336.3525
201711,736094,257.76944
201711,739296,801.5305
201711,741152,529.8945
201711,743957,552.3108
201711,745137,728.52734
201711,750340,118.32211
201711,760412,109.29006
201711,786351,181.75127
201711,789290,111.45513
201711,810398,123.54599
201711,815230,189.07817
201711,819061,201.9736
201711,842246,169.27184
201711,851857,199.12186
201711,854079,203.93942
201711,854548,146.61111
201711,861459,234.0998
201711,871642,183.92725
201711,872180,160.9362
201711,883691,288.08487
201711,890189,882.5641
201711,905061,249.10423
201711,905745,185.67744
201711,914348,491.37463
201711,923841,512.35034
201711,924154,936.59717
201711,948936,106.63805
201711,950264,835.94855
201711,953842,890.14166
201711,961362,123.486
201711,961962,130.27304
201711,963845,232.8264
201711,973106,165.21529
201711,978089,382.47418
