predict_date,class_id,predict_quantity
201711,103507,581.0556
201711,124140,500.3092
201711,125403,178.28218
201711,136916,193.35413
201711,169673,215.87334
201711,175962,443.56195
201711,178529,162.81184
201711,186250,426.865
201711,194201,503.61594
201711,194450,347.3492
201711,198427,158.74379
201711,206765,1904.2231
201711,209945,297.23822
201711,219195,313.8445
201711,221795,319.2204
201711,245609,371.002
201711,248352,576.3898
201711,249875,185.95781
201711,250658,184.72163
201711,265980,166.30867
201711,270690,802.3858
201711,281301,619.5169
201711,281792,401.46625
201711,289386,451.45435
201711,289403,392.9739
201711,290854,264.20392
201711,291086,603.87256
201711,291514,122.2191
201711,302513,154.92361
201711,304458,557.88434
201711,308913,380.95154
201711,321683,2100.1562
201711,340175,212.10144
201711,347384,2946.9
201711,348641,512.8046
201711,349023,993.55383
201711,350259,751.2039
201711,354068,675.9956
201711,356986,445.05417
201711,359378,261.0936
201711,360648,225.86269
201711,376193,251.30159
201711,378356,628.32056
201711,378536,161.14803
201711,379265,241.92725
201711,379876,216.53491
201711,384924,683.73425
201711,392593,475.1123
201711,395234,99.67
201711,401052,191.10474
201711,409854,1688.6522
201711,412240,179.08902
201711,416749,330.91217
201711,417803,239.65756
201711,425432,1960.3793
201711,436105,262.68488
201711,437063,177.7713
201711,437598,414.3094
201711,453752,328.7117
201711,468392,236.26997
201711,472603,279.74936
201711,475895,339.6314
201711,481950,178.16788
201711,482497,252.90526
201711,492952,330.71982
201711,496459,587.8919
201711,501564,219.74867
201711,510309,178.12198
201711,516750,256.22238
201711,526401,460.0759
201711,527765,64.65247
201711,527809,178.2344
201711,540712,494.84857
201711,559132,206.53746
201711,560265,95.92123
201711,569154,357.82996
201711,576298,215.65071
201711,580470,699.8672
201711,580634,297.75327
201711,587678,350.78638
201711,591790,403.09668
201711,597927,557.9302
201711,603972,427.43402
201711,612523,257.83536
201711,614059,330.19495
201711,619401,422.96948
201711,621073,1259.4894
201711,628041,904.4668
201711,649213,111.773476
201711,651347,209.38446
201711,651782,73.97653
201711,653436,385.19955
201711,654134,495.20142
201711,671482,193.89691
201711,682651,261.71713
201711,683364,155.37816
201711,687270,590.7532
201711,692703,728.2403
201711,693436,433.39493
201711,713651,301.1476
201711,714150,195.2154
201711,714152,811.268
201711,714860,435.34348
201711,725137,185.87973
201711,732758,334.21967
201711,735971,2500.2234
201711,736094,412.40894
201711,739296,853.3189
201711,741152,790.90094
201711,743957,886.756
201711,745137,1021.1174
201711,750340,288.4463
201711,760412,82.98434
201711,786351,407.33948
201711,789290,138.62502
201711,810398,277.26483
201711,815230,273.99957
201711,819061,416.95456
201711,842246,269.39633
201711,851857,232.4246
201711,854079,277.99893
201711,854548,274.05215
201711,861459,422.40918
201711,871642,310.52893
201711,872180,328.54648
201711,883691,488.32077
201711,890189,917.9875
201711,905061,364.20856
201711,905745,238.17256
201711,914348,805.8403
201711,923841,485.05234
201711,924154,1284.2191
201711,948936,101.92234
201711,950264,1151.4554
201711,953842,1277.8895
201711,961362,173.50182
201711,961962,307.0012
201711,963845,208.51628
201711,973106,254.54355
201711,978089,444.94107
