predict_date,class_id,predict_quantity
201711,103507,171.76338
201711,124140,177.91707
201711,125403,161.97568
201711,136916,99.96554
201711,169673,91.51662
201711,175962,131.93211
201711,178529,96.16793
201711,186250,41.420643
201711,194201,234.90674
201711,194450,179.20663
201711,198427,52.03184
201711,206765,1541.8645
201711,209945,106.00836
201711,219195,89.93736
201711,221795,261.32965
201711,245609,62.861134
201711,248352,223.24562
201711,249875,88.22358
201711,250658,132.80405
201711,265980,174.66682
201711,270690,585.3593
201711,281301,358.30005
201711,281792,299.1409
201711,289386,272.71924
201711,289403,192.06648
201711,290854,157.7533
201711,291086,337.97144
201711,291514,22.91735
201711,302513,91.654625
201711,304458,369.98538
201711,308913,91.560135
201711,321683,1500.6692
201711,340175,84.0422
201711,347384,3238.2703
201711,348641,283.35623
201711,349023,659.55615
201711,350259,403.89627
201711,354068,473.82278
201711,356986,343.59348
201711,359378,17.094969
201711,360648,96.77519
201711,376193,56.244728
201711,378356,300.5498
201711,378536,58.038574
201711,379265,210.64967
201711,379876,74.81867
201711,384924,551.59106
201711,392593,134.56851
201711,395234,53.286335
201711,401052,89.537506
201711,409854,1462.8525
201711,412240,37.396782
201711,416749,183.08846
201711,417803,47.890736
201711,425432,1377.4985
201711,436105,282.9244
201711,437063,80.74637
201711,437598,63.736076
201711,453752,206.82794
201711,468392,105.14118
201711,472603,49.946823
201711,475895,50.393375
201711,481950,86.51634
201711,482497,153.84114
201711,492952,110.55697
201711,496459,282.9464
201711,501564,100.48284
201711,510309,73.956116
201711,516750,8.123098
201711,526401,237.11337
201711,527765,20.69354
201711,527809,135.34848
201711,540712,234.79158
201711,559132,78.61712
201711,560265,35.323475
201711,569154,258.0794
201711,576298,158.53262
201711,580470,294.69073
201711,580634,176.73495
201711,587678,175.93687
201711,591790,154.90541
201711,597927,186.97736
201711,603972,329.4244
201711,612523,71.06697
201711,614059,296.0573
201711,619401,247.57687
201711,621073,1030.0956
201711,628041,517.93256
201711,649213,60.12569
201711,651347,125.29497
201711,651782,49.503906
201711,653436,97.62861
201711,654134,507.75598
201711,671482,35.690655
201711,682651,239.70107
201711,683364,33.933006
201711,687270,279.70822
201711,692703,401.2834
201711,693436,108.45639
201711,713651,166.36922
201711,714150,131.9019
201711,714152,392.39487
201711,714860,107.89156
201711,725137,45.13581
201711,732758,139.5309
201711,735971,2426.6328
201711,736094,171.6494
201711,739296,669.9108
201711,741152,448.66302
201711,743957,480.3025
201711,745137,626.1249
201711,750340,31.10131
201711,760412,28.80735
201711,786351,79.88272
201711,789290,30.954971
201711,810398,41.29572
201711,815230,113.581696
201711,819061,99.70794
201711,842246,90.59232
201711,851857,118.48974
201711,854079,122.51322
201711,854548,68.00036
201711,861459,159.35326
201711,871642,105.43145
201711,872180,82.37542
201711,883691,213.45917
201711,890189,844.31
201711,905061,177.29094
201711,905745,106.55995
201711,914348,411.589
201711,923841,450.41022
201711,924154,823.9724
201711,948936,23.299904
201711,950264,772.96
201711,953842,755.2108
201711,961362,42.300976
201711,961962,46.51541
201711,963845,140.85684
201711,973106,89.552345
201711,978089,298.7089
