predict_date,class_id,predict_quantity
201711,103507,187.22037
201711,124140,263.93448
201711,125403,164.98618
201711,136916,170.54704
201711,169673,161.27852
201711,175962,239.93362
201711,178529,157.57007
201711,186250,97.21395
201711,194201,369.76077
201711,194450,271.31387
201711,198427,112.086716
201711,206765,1851.579
201711,209945,104.6518
201711,219195,136.23274
201711,221795,381.6897
201711,245609,132.51933
201711,248352,261.16656
201711,249875,148.29517
201711,250658,193.70143
201711,265980,209.43182
201711,270690,567.96954
201711,281301,324.73557
201711,281792,464.08398
201711,289386,427.50528
201711,289403,272.23593
201711,290854,210.3565
201711,291086,316.45486
201711,291514,66.50702
201711,302513,177.95894
201711,304458,365.17084
201711,308913,149.2228
201711,321683,1960.4448
201711,340175,125.09162
201711,347384,2548.4927
201711,348641,334.8516
201711,349023,879.95416
201711,350259,551.60266
201711,354068,444.88852
201711,356986,459.51532
201711,359378,79.53958
201711,360648,168.6935
201711,376193,103.72187
201711,378356,410.1073
201711,378536,117.661446
201711,379265,310.93262
201711,379876,143.65645
201711,384924,721.8837
201711,392593,199.25447
201711,395234,114.87374
201711,401052,144.58424
201711,409854,1525.005
201711,412240,83.26166
201711,416749,206.65657
201711,417803,127.87724
201711,425432,1673.681
201711,436105,418.3504
201711,437063,108.36943
201711,437598,81.40056
201711,453752,196.47815
201711,468392,155.71494
201711,472603,98.14399
201711,475895,110.22816
201711,481950,160.35106
201711,482497,184.44269
201711,492952,159.42378
201711,496459,375.26724
201711,501564,158.49701
201711,510309,107.44006
201711,516750,69.30023
201711,526401,376.18478
201711,527765,80.47012
201711,527809,163.1323
201711,540712,330.2541
201711,559132,116.73213
201711,560265,89.773964
201711,569154,352.3137
201711,576298,181.664
201711,580470,397.27875
201711,580634,250.09143
201711,587678,164.0594
201711,591790,201.10538
201711,597927,150.15047
201711,603972,402.77768
201711,612523,125.09162
201711,614059,321.97565
201711,619401,382.60724
201711,621073,987.87
201711,628041,704.7414
201711,649213,119.51893
201711,651347,226.99887
201711,651782,94.42417
201711,653436,178.88571
201711,654134,494.21155
201711,671482,101.86269
201711,682651,280.5341
201711,683364,98.14399
201711,687270,403.6941
201711,692703,527.9371
201711,693436,152.00536
201711,713651,198.32893
201711,714150,196.47815
201711,714152,418.3504
201711,714860,148.29517
201711,725137,102.79228
201711,732758,169.62033
201711,735971,1813.4344
201711,736094,237.16266
201711,739296,767.8221
201711,741152,554.3312
201711,743957,645.983
201711,745137,800.1836
201711,750340,108.36943
201711,760412,81.40056
201711,786351,116.73213
201711,789290,91.63427
201711,810398,126.0202
201711,815230,176.10634
201711,819061,107.44006
201711,842246,132.51933
201711,851857,165.91328
201711,854079,170.54704
201711,854548,133.4477
201711,861459,253.7835
201711,871642,164.0594
201711,872180,138.08899
201711,883691,255.62944
201711,890189,1200.0793
201711,905061,355.9878
201711,905745,189.99834
201711,914348,465.91107
201711,923841,610.64307
201711,924154,1103.1208
201711,948936,89.773964
201711,950264,1137.5558
201711,953842,986.98047
201711,961362,87.91354
201711,961962,94.42417
201711,963845,212.20628
201711,973106,120.447784
201711,978089,389.94418
