predict_date,class_id,predict_quantity
201711,103507,422.69077
201711,124140,280.45615
201711,125403,228.7012
201711,136916,153.72878
201711,169673,120.056915
201711,175962,254.99825
201711,178529,168.5597
201711,186250,191.48479
201711,194201,469.20206
201711,194450,359.29007
201711,198427,130.50691
201711,206765,2065.031
201711,209945,204.2029
201711,219195,183.2674
201711,221795,359.03568
201711,245609,85.46452
201711,248352,405.58737
201711,249875,167.53352
201711,250658,162.05727
201711,265980,241.33612
201711,270690,906.6765
201711,281301,588.41565
201711,281792,436.0179
201711,289386,373.3992
201711,289403,315.96
201711,290854,214.07198
201711,291086,338.73346
201711,291514,24.53368
201711,302513,165.31691
201711,304458,465.69632
201711,308913,174.24586
201711,321683,2086.9187
201711,340175,147.70726
201711,347384,2904.01
201711,348641,352.42764
201711,349023,1061.9504
201711,350259,660.0279
201711,354068,670.91895
201711,356986,411.53275
201711,359378,142.22502
201711,360648,136.46965
201711,376193,253.893
201711,378356,492.26978
201711,378536,201.27464
201711,379265,310.41086
201711,379876,153.5773
201711,384924,783.108
201711,392593,312.31595
201711,395234,1.2405573e-08
201711,401052,179.44344
201711,409854,1882.5024
201711,412240,70.973145
201711,416749,302.44824
201711,417803,110.63526
201711,425432,1968.1497
201711,436105,314.37823
201711,437063,131.20305
201711,437598,148.27614
201711,453752,263.98636
201711,468392,153.75282
201711,472603,104.64143
201711,475895,17.85557
201711,481950,171.04977
201711,482497,203.54648
201711,492952,274.90488
201711,496459,410.7477
201711,501564,233.89226
201711,510309,123.36475
201711,516750,204.46028
201711,526401,342.64102
201711,527765,46.634964
201711,527809,250.8959
201711,540712,430.4937
201711,559132,121.520706
201711,560265,190.85545
201711,569154,397.9915
201711,576298,254.94864
201711,580470,468.75394
201711,580634,264.52606
201711,587678,246.83601
201711,591790,327.6299
201711,597927,362.42413
201711,603972,401.92203
201711,612523,148.30533
201711,614059,383.38013
201711,619401,358.08185
201711,621073,1402.7512
201711,628041,772.5803
201711,649213,99.129776
201711,651347,176.51907
201711,651782,95.84343
201711,653436,302.76007
201711,654134,581.50226
201711,671482,125.65148
201711,682651,369.24484
201711,683364,109.67998
201711,687270,503.57785
201711,692703,552.49615
201711,693436,274.9429
201711,713651,232.1428
201711,714150,197.1148
201711,714152,617.2301
201711,714860,297.55295
201711,725137,127.12557
201711,732758,239.8989
201711,735971,2410.5415
201711,736094,297.81894
201711,739296,902.3706
201711,741152,564.62714
201711,743957,932.7627
201711,745137,892.628
201711,750340,80.902374
201711,760412,26.053541
201711,786351,273.20786
201711,789290,71.41939
201711,810398,91.88417
201711,815230,199.48735
201711,819061,224.58849
201711,842246,131.85756
201711,851857,193.74432
201711,854079,156.60864
201711,854548,114.3624
201711,861459,240.76816
201711,871642,163.483
201711,872180,210.70596
201711,883691,375.57193
201711,890189,1333.648
201711,905061,292.93304
201711,905745,171.27077
201711,914348,645.405
201711,923841,598.9656
201711,924154,1149.4941
201711,948936,71.99341
201711,950264,1049.7108
201711,953842,1004.0321
201711,961362,77.2028
201711,961962,177.69566
201711,963845,244.47043
201711,973106,193.8929
201711,978089,390.8077
