predict_date,class_id,predict_quantity
201712,281792,436.84031073634657
201712,682651,335.221500126993
201712,603972,440.2200982746155
201712,221795,359.10998414773525
201712,482497,215.20484734742288
201712,379265,374.3404531939895
201712,687270,643.5435105438645
201712,890189,865.3202315963338
201712,654134,720.1421649759022
201712,739296,988.557909966958
201712,437063,145.04311700961628
201712,453752,335.4431281441048
201712,209945,318.1764221743874
201712,732758,228.52014964315697
201712,683364,97.29329188018751
201712,527765,13.98665492297185
201712,614059,437.57910497711737
201712,527809,262.2654461959149
201712,401052,167.79803315293677
201712,510309,136.93627828048227
201712,290854,233.18707474832706
201712,416749,316.76968498101667
201712,587678,272.4664790060156
201712,651347,215.95698764762045
201712,973106,250.2768943577515
201712,854079,200.36036237095834
201712,713651,267.84764389408116
201712,468392,205.46604966356296
201712,169673,196.74483909730074
201712,379876,154.82599079541515
201712,378536,166.08316842452808
201712,472603,184.39631751917932
201712,905745,243.262651024564
201712,741152,656.9530332451109
201712,125403,259.1124594227937
201712,291086,588.1756036414798
201712,384924,824.9298586356457
201712,206765,2241.4718718770114
201712,186250,146.658876233623
201712,735971,3140.695964373366
201712,291514,119.12101589162152
201712,612523,230.28209964606268
201712,124140,302.3821901347194
201712,412240,141.00498567233862
201712,265980,250.0531180153374
201712,736094,328.75562506295165
201712,905061,325.9490536717223
201712,725137,174.78941137548944
201712,692703,602.2955033973811
201712,501564,256.81067428739027
201712,580470,522.7522888630004
201712,914348,587.0884090793413
201712,628041,719.6778887988435
201712,245609,187.3342011263103
201712,961962,159.9276387552916
201712,308913,216.16561925685565
201712,425432,2043.000344966832
201712,350259,574.791044300435
201712,883691,384.4801359404411
201712,281301,590.2679842550655
201712,810398,38.29618828031651
201712,175962,526.406889165647
201712,321683,2131.5439382486375
201712,714152,705.6580370851993
201712,475895,79.13591311917071
201712,576298,284.82869530515546
201712,302513,152.50103914152263
201712,750340,104.04495379905515
201712,304458,560.3787492793351
201712,591790,308.4962657568143
201712,789290,160.92103770263634
201712,360648,187.28747044933186
201712,745137,1082.6286403482184
201712,924154,1217.630763456467
201712,356986,429.46390868587866
201712,671482,68.56810032304207
201712,871642,204.40462466687242
201712,219195,223.9730484436868
201712,569154,463.38297763122006
201712,409854,2116.9975519032764
201712,437598,239.71733673763637
201712,340175,153.89072046879605
201712,948936,75.55736110766341
201712,540712,320.2608581201773
201712,978089,486.93850735802835
201712,693436,317.95127117877615
201712,289403,323.08897771422096
201712,198427,207.81933828089217
201712,619401,374.5941998323131
201712,815230,183.98136060308124
201712,649213,130.27724831115998
201712,851857,194.07554711717574
201712,651782,120.21926681040483
201712,249875,169.00393547854208
201712,289386,393.7072235126668
201712,481950,162.68167977153038
201712,854548,131.2993512526717
201712,378356,499.9701208178276
201712,496459,478.8515621780428
201712,359378,234.68393399869984
201712,392593,272.7521655332337
201712,653436,331.7677565488692
201712,248352,389.1553855199104
201712,347384,3389.7595400580008
201712,714860,296.28537658940985
201712,597927,445.9067813853101
201712,194201,390.42359890183275
201712,103507,344.19582820000966
201712,953842,1137.9602288046294
201712,819061,146.4136370773196
201712,417803,117.95626279122139
201712,492952,247.83953591789665
201712,580634,333.01960658407677
201712,559132,155.0506905894421
201712,961362,118.1587892875401
201712,354068,833.6810476198903
201712,348641,414.8874397004018
201712,861459,403.7662611947364
201712,950264,1124.3905461749998
201712,760412,63.781660432601
201712,560265,85.09938611358031
201712,376193,160.0341380569956
201712,872180,165.86857833496475
201712,621073,1378.0793174026771
201712,516750,133.04605519175337
201712,270690,1012.0016208799389
201712,178529,168.79947354574742
201712,786351,238.21693883264618
201712,526401,329.9535433334111
201712,436105,324.8911194701233
201712,194450,380.58694731634915
201712,963845,243.43838215941062
201712,349023,880.0992225809999
201712,743957,896.7156332323124
201712,923841,582.6690412140142
201712,250658,186.32734969296732
201712,714150,219.79288713188845
201712,395234,45.72453095755067
201712,842246,158.8312784423146
201712,136916,175.489631298142
