predict_date,class_id,predict_quantity
201711,103507,277.2747
201711,124140,240.26118
201711,125403,213.90948
201711,136916,161.74721
201711,169673,148.44524
201711,175962,202.96542
201711,178529,161.47292
201711,186250,108.61984
201711,194201,290.39075
201711,194450,241.4361
201711,198427,117.09481
201711,206765,1573.9791
201711,209945,171.8544
201711,219195,164.38197
201711,221795,312.75528
201711,245609,123.212494
201711,248352,311.73398
201711,249875,144.68677
201711,250658,188.91573
201711,265980,235.13509
201711,270690,692.9044
201711,281301,428.3225
201711,281792,355.50247
201711,289386,331.25677
201711,289403,247.87535
201711,290854,216.44699
201711,291086,409.6563
201711,291514,83.71937
201711,302513,148.93985
201711,304458,418.5418
201711,308913,147.11105
201711,321683,1636.085
201711,340175,143.11679
201711,347384,3111.0662
201711,348641,358.47827
201711,349023,752.35925
201711,350259,457.08273
201711,354068,561.9337
201711,356986,392.24152
201711,359378,74.36755
201711,360648,155.82138
201711,376193,115.67554
201711,378356,368.5844
201711,378536,114.43695
201711,379265,289.24698
201711,379876,138.35463
201711,384924,597.4209
201711,392593,197.69185
201711,395234,105.898705
201711,401052,149.34062
201711,409854,1648.4144
201711,412240,106.176094
201711,416749,238.37962
201711,417803,103.796104
201711,425432,1532.8081
201711,436105,344.09152
201711,437063,138.52179
201711,437598,141.27287
201711,453752,259.4649
201711,468392,173.5465
201711,472603,117.43096
201711,475895,109.68002
201711,481950,142.57524
201711,482497,211.24596
201711,492952,180.61255
201711,496459,354.58157
201711,501564,157.0406
201711,510309,133.48573
201711,516750,72.28196
201711,526401,300.85208
201711,527765,80.480515
201711,527809,193.54778
201711,540712,292.92566
201711,559132,139.09052
201711,560265,107.56005
201711,569154,308.47418
201711,576298,221.92554
201711,580470,368.37244
201711,580634,234.41022
201711,587678,240.31142
201711,591790,215.62082
201711,597927,268.1829
201711,603972,380.47174
201711,612523,129.19089
201711,614059,342.38324
201711,619401,301.86496
201711,621073,1203.2596
201711,628041,569.4304
201711,649213,120.19245
201711,651347,183.80135
201711,651782,110.55435
201711,653436,155.63141
201711,654134,671.4805
201711,671482,97.06083
201711,682651,287.64996
201711,683364,91.04243
201711,687270,334.87042
201711,692703,463.75146
201711,693436,174.28986
201711,713651,221.93663
201711,714150,189.5018
201711,714152,446.5831
201711,714860,176.46857
201711,725137,103.05589
201711,732758,195.857
201711,735971,2169.4482
201711,736094,241.64252
201711,739296,815.8871
201711,741152,513.8716
201711,743957,535.11957
201711,745137,720.626
201711,750340,100.087524
201711,760412,84.36971
201711,786351,166.29437
201711,789290,86.7149
201711,810398,101.100006
201711,815230,169.2463
201711,819061,187.06366
201711,842246,150.02667
201711,851857,180.74796
201711,854079,185.38036
201711,854548,124.85061
201711,861459,216.12585
201711,871642,165.08504
201711,872180,141.22966
201711,883691,270.63553
201711,890189,865.2441
201711,905061,229.76134
201711,905745,168.24352
201711,914348,474.1522
201711,923841,495.00085
201711,924154,940.05286
201711,948936,87.2395
201711,950264,824.69226
201711,953842,898.48474
201711,961362,102.62891
201711,961962,111.479355
201711,963845,216.83983
201711,973106,143.99945
201711,978089,367.2942
