predict_date,class_id,predict_quantity
201711,103507,397.18835
201711,124140,256.6848
201711,125403,226.62885
201711,136916,172.7845
201711,169673,172.21611
201711,175962,174.81865
201711,178529,146.20985
201711,186250,122.22397
201711,194201,334.212
201711,194450,258.00006
201711,198427,115.49065
201711,206765,2270.549
201711,209945,306.02515
201711,219195,195.05424
201711,221795,310.7275
201711,245609,113.97872
201711,248352,377.3495
201711,249875,186.25923
201711,250658,244.50829
201711,265980,105.19137
201711,270690,826.0105
201711,281301,571.288
201711,281792,392.14865
201711,289386,321.08273
201711,289403,290.0008
201711,290854,246.2384
201711,291086,499.40717
201711,291514,23.275885
201711,302513,187.15541
201711,304458,583.9334
201711,308913,102.32731
201711,321683,1964.8639
201711,340175,159.27571
201711,347384,2958.7644
201711,348641,363.2005
201711,349023,946.7705
201711,350259,592.0897
201711,354068,725.16095
201711,356986,370.20935
201711,359378,132.15553
201711,360648,164.65892
201711,376193,196.94518
201711,378356,556.7176
201711,378536,160.70064
201711,379265,284.03293
201711,379876,151.46135
201711,384924,712.81665
201711,392593,286.36224
201711,395234,4.6317306
201711,401052,163.93759
201711,409854,1801.3759
201711,412240,95.891914
201711,416749,308.88867
201711,417803,153.12733
201711,425432,1924.807
201711,436105,219.5925
201711,437063,159.07529
201711,437598,158.64177
201711,453752,340.5492
201711,468392,217.6421
201711,472603,141.90694
201711,475895,32.017666
201711,481950,157.59944
201711,482497,215.01025
201711,492952,400.4719
201711,496459,355.77548
201711,501564,218.5047
201711,510309,155.5519
201711,516750,307.91406
201711,526401,285.97012
201711,527765,44.62617
201711,527809,244.00937
201711,540712,394.88358
201711,559132,160.93385
201711,560265,83.364456
201711,569154,404.03937
201711,576298,254.16035
201711,580470,359.65338
201711,580634,335.46582
201711,587678,332.646
201711,591790,396.02103
201711,597927,321.21902
201711,603972,377.51807
201711,612523,150.79422
201711,614059,433.9709
201711,619401,330.45404
201711,621073,1454.6122
201711,628041,745.2481
201711,649213,89.688805
201711,651347,201.65892
201711,651782,103.470406
201711,653436,327.807
201711,654134,559.6865
201711,671482,69.58024
201711,682651,309.04803
201711,683364,74.207054
201711,687270,547.2702
201711,692703,504.51587
201711,693436,317.864
201711,713651,277.93597
201711,714150,236.95377
201711,714152,590.74164
201711,714860,261.34128
201711,725137,100.33431
201711,732758,226.29836
201711,735971,2723.3052
201711,736094,295.65027
201711,739296,955.93695
201711,741152,661.70087
201711,743957,888.0546
201711,745137,920.2787
201711,750340,24.493973
201711,760412,29.138083
201711,786351,209.42043
201711,789290,117.4548
201711,810398,12.664923
201711,815230,198.09174
201711,819061,169.10515
201711,842246,176.19243
201711,851857,214.3622
201711,854079,233.1408
201711,854548,117.99279
201711,861459,261.36227
201711,871642,175.98903
201711,872180,207.2444
201711,883691,375.7005
201711,890189,1019.5179
201711,905061,320.34772
201711,905745,181.87218
201711,914348,655.21405
201711,923841,509.0172
201711,924154,1067.0148
201711,948936,21.989906
201711,950264,1081.9891
201711,953842,996.1526
201711,961362,136.0099
201711,961962,81.42505
201711,963845,190.5515
201711,973106,221.44185
201711,978089,444.43005
